no;code;nom;surf;long;lat;alt;nbcom;biogeo;activplus;activmoins
312;4843;Friches humides de Torremilla;28.5;2.85;42.73;52;2;Méditerranéenne;2;5
313;7844;Gorges du Tarn et de la Jonte;5829;3.23;44.16;667;19;Méditerranéenne;3;3
315;4850;Sites à chauves souris de la Haute Tinée;1787;6.92;44.25;1385;2;Alpine;1;1
316;4866;Pâtis de Damery;93;3.85;49.08;249;2;Atlantique;1;0
317;4868;Marais de Germont-Buzancy;99;4.9;49.43;168;3;Continentale;4;4
318;4870;Vallée boisée de la Houille;237;4.81;50.07;199;3;Continentale;1;1
319;4873;Réseau de coteaux calcaires du Ponthieu oriental;93;2.15;50.1;110;8;Atlantique;3;4
320;4874;Réseau de coteaux calcaires du Ponthieu méridional;41;2.02;50.04;59.5;3;Atlantique;7;6
321;4875;Marais arrière-littoraux picards;1815;1.67;50.31;6;24;Atlantique;9;7
323;4890;Pelouses calcicoles du Mâconnais;159;4.72;46.3;400;4;Continentale;6;5
324;4894;Prairies et forêts inondables du Val de Saône entre Chalon et Tournus et de la basse vallée de la Grosne;6161;4.9;46.71;185;19;Continentale;6;4
325;4895;Dunes continentales, tourbière de la Truchère et prairies de la Basse Seille;3050;4.99;46.51;180;16;Continentale;7;4
327;4897;Prairies inondables de la basse vallée du Doubs jusqu'à l'amont de Navilly;1431;5.23;46.92;180;6;Continentale;9;5
328;4907;Complexe des étangs du Bazois;397;3.6;47.18;275;3;Continentale;7;3
329;4910;Forêt de ravin et landes du vallon de Canada, barrage du Pont du Roi;331;4.46;46.93;415;6;Continentale;6;6
330;4925;Pelouses et bois neutrocalcicoles de la cuesta sud du Boulonnais;420;1.8;50.64;132.5;12;Atlantique;9;8
331;4926;Pelouses, bois acides à neutrocalcicoles, landes nord-atlantiques du plateau d'Helfaut et système alluvial de la moyenne vallée de l'Aa;389;2.23;50.7;76;14;Atlantique;24;23
332;4927;Prairies et marais tourbeux de la basse vallée de l'Authie;307;1.79;50.36;23.5;8;Atlantique;22;21
333;4928;Forêts de Desvres et de Boulogne et bocage prairial humide du Bas-Boulonnais;1328;1.82;50.68;108;3;Atlantique;7;6
334;7203;Vallée de l'Orbe;627;6.11;46.51;1063;4;Continentale;8;8
336;4931;Côte de Mancy;45.89;5.54;46.65;375;2;Continentale;5;4
337;4945;Massif du Mondarrain et de l'Artzamendi;5792;-1.42;43.29;640;6;Atlantique;7;6
338;4953;Rebord méridional du Vercors;4724;5.24;44.87;1335;8;Alpine;5;4
339;4954;Monts du matin, combe Laval et val Sainte-Marie;2339;5.18;44.98;773;9;Alpine;4;5
340;4955;Étangs, landes, vallons tourbeux humides et ruisseaux à écrevisses de Chambaran;2480;5.17;45.28;546;9;Continentale;4;2
341;4960;Dore et affluents;4299;3.65;45.69;785;29;Continentale;17;15
342;4963;Complexe minier de la vallée de la Senouire;2181;3.6;45.19;800;8;Continentale;13;12
344;5327;Pelouses, rochers, bois, prairies de la vallée de la Marne à Poulangy-Marnay;367;5.24;48.02;307;4;Continentale;0;0
345;5331;Marais de Villechétif;131;4.12;48.31;106;4;Continentale;0;0
346;5332;Le Marais de Saint-Gond;1744;3.86;48.81;140;13;Atlantique;4;4
347;5338;Massif forestier de Compiègne;3185;2.86;49.32;81;9;Atlantique;7;5
348;5353;Vallées de la Loue et du Lison;24987;6.04;47.04;437;145;Continentale;46;46
350;7187;Bresse jurassienne;9477;5.29;46.52;214;91;Continentale;12;10
352;5355;Basse vallée du Doubs;3804;5.4;47;190;40;Continentale;14;13
354;5364;Coteaux calcaires de Borrèze;416;1.4;44.94;200;3;Atlantique;8;8
355;5365;Dunes du littoral girondin de la Pointe de Grave au Cap Ferret;5995;-1.24;44.7;13;10;Atlantique;6;6
356;5367;Réseau hydrographique de la Bassanne;321;-0.1;44.5;58;12;Atlantique;13;11
357;5370;Zones humides de l'arrière dune du Marensin;1616;-1.34;43.75;25;7;Atlantique;5;5
358;5374;Coteaux de Thézac et de Montayral;434;0.99;44.45;164.5;4;Atlantique;3;1
359;5380;Réseau hydrographique du Brion;326;-0.26;44.5;50;5;Atlantique;8;9
360;5381;Réseau hydrographique du Beuve;713;-0.15;44.48;54.5;19;Atlantique;16;12
361;5383;Plateau d'Argentine;197;0.39;45.46;131.5;2;Atlantique;6;5
362;5424;Gorges de la Vis et de la Virenque;5501;3.49;43.89;450;15;Méditerranéenne;6;6
364;5387;Milieux remarquables du Bas Bugey;4463;5.68;45.65;573;31;Continentale;9;7
365;5395;Réseau de zones humides de l'Albanais;599;5.95;45.76;399;17;Continentale;5;5
368;5415;Vallées du Tarn, du Tarnon et de la Mimente;10493;3.69;44.29;996;15;Méditerranéenne;0;0
369;5417;Vallée du Gardon de Mialet;23371;3.79;44.19;579.5;21;Méditerranéenne;5;4
370;5420;Massif de l'Aigoual et du Lingas;10546;3.53;44.1;982.5;10;Méditerranéenne;6;4
371;5426;Le Gardon et ses gorges;7009;4.42;43.93;120.5;11;Méditerranéenne;6;6
372;5427;Petite Camargue;34412;4.3;43.6;5;9;Méditerranéenne;10;9
373;5432;Bassin du Rebenty;8567;1.99;42.78;1219.5;20;Alpine;5;3
374;5434;Fenouillèdes;479;2.54;42.67;440;2;Méditerranéenne;1;1
375;5436;Mines de Villeneuvette;255;3.39;43.61;216.5;2;Méditerranéenne;7;7
376;5443;Cheval Blanc - Montagne de Boules - Barre des Dourbes;8258;6.43;44.11;1613;10;Alpine;1;1
377;5453;Côte bleue - chaîne de l'Estaque;5553;5.19;43.36;135;6;Méditerranéenne;5;5
378;5458;Marais de la Vanne a Villemaur;87.5;3.75;48.25;125;2;Continentale;0;0
379;5459;Massif forestier de Hez-Froidmont et Mont César;851;2.27;49.38;100;5;Atlantique;6;5
380;5463;Marais tufeux du Châtillonnais;128;4.91;47.75;310;20;Continentale;8;7
381;5473;Grotte de Saint-Sulpice d'Eymet;68.79;0.43;44.76;87;3;Atlantique;3;3
382;5478;Vallée de l'Euille;331;-0.25;44.67;28;11;Atlantique;6;7
383;5479;Réseau hydrographique du Lisos;940;-0.01;44.46;82;11;Atlantique;9;8
384;5480;Domaine départemental d'Hostens;413;-0.63;44.49;71.5;1;Atlantique;7;8
385;5484;Zone humide du Métro;159;-1.48;43.56;6;1;Atlantique;0;0
386;5502;Vallée de l'Eyrieux et ses affluents;20305;4.47;44.83;605;32;Méditerranéenne;13;11
387;5504;Zones humides et rivière de la haute vallée de la Drôme;80;5.64;44.5;1153;1;Méditerranéenne;3;3
388;5505;Milieux alluviaux et aquatiques et gorges de la moyenne vallée de la Drôme et du Bez;253;5.39;44.68;533;7;Méditerranéenne;1;1
389;5508;Hauts de Chartreuse;4423;5.88;45.39;1608;9;Alpine;2;1
390;5511;Massif de la Lauzière;10052;6.42;45.48;1777;12;Alpine;6;5
392;5517;Hautes vallées de la Cèze et du Luech;12680;3.99;44.37;650;22;Méditerranéenne;15;12
393;5524;Carrières de Notre-Dame de l'Agenouillade;4.61;3.46;43.29;7.5;1;Méditerranéenne;2;2
394;5528;Massif du Puigmal;8784;2.12;42.43;1940;10;Alpine;14;11
396;5537;Piolit - Pic de Chabrières;1596;6.28;44.59;1871;5;Alpine;4;3
397;5544;Cap Corse nord et île Finocchiarola, Giraglia et Capense (côte de Macinaggio à Centuri);2685;9.4;42.99;301.5;3;Méditerranéenne;1;1
398;5545;Crêtes du Cap corse, vallon de Sisco;9.2;9.44;42.81;155;1;Méditerranéenne;2;2
399;5550;Massif montagneux du Cinto;13806;8.98;42.41;1605;5;Méditerranéenne;7;5
400;5553;Monte d'Oro / Vizzavona;2553;9.1;42.14;1594.5;2;Méditerranéenne;7;6
401;5555;Étang de Palo et cordon dunaire;218;9.4;41.95;2.5;2;Méditerranéenne;5;4
402;5559;Iles Pinarellu et Roscana;20;9.39;41.67;26;1;Méditerranéenne;1;1
403;5563;Ventilegne-la Trinite de Bonifacio-Fazzio;1985;9.12;41.4;109.5;2;Méditerranéenne;6;6
404;5570;Basse vallée du Tavignano;770;9.38;42.17;100;9;Méditerranéenne;4;4
405;5571;Rivière de la Solenzara;4203;9.26;41.81;1032.5;4;Méditerranéenne;4;4
406;5572;Station d'Anchusa Crispa de Cannella;0.7;9.39;41.79;2.5;1;Méditerranéenne;5;5
407;5575;Mares temporaires du terrain militaire de Frasselli/Bonifacio;116;9.15;41.45;150;1;Méditerranéenne;6;4
408;5725;Massif forestier du Haut Bray de l'Oise;645;1.95;49.46;157;6;Atlantique;16;19
409;5726;Massif forestier d'Hirson;1016;4.15;49.94;250;5;Continentale;17;14
410;5727;Massif forestier de Retz;847;3.18;49.27;125;5;Atlantique;1;1
411;5728;Domaine de Verdilly;595;3.44;49.07;152.5;5;Atlantique;6;5
412;5733;Pelouses métallicoles de Mortagne du Nord;17;3.45;50.49;11;2;Atlantique;5;4
413;5734;Bois de Flines-les-Raches et système alluvial du courant des Vanneaux;196;3.14;50.43;29;6;Atlantique;15;14
414;5736;Côtes rocheuses, dunes, landes et marais de l'île d'Yeu;1350;-2.35;46.69;2;1;Atlantique;12;12
415;5737;Forêts de la Braconne et de Bois Blanc;4588;0.3;45.71;115;10;Atlantique;16;15
416;5738;Vallée de la Tardoire;3149;0.53;45.66;160.5;7;Continentale;5;3
417;5739;Vallée du Né et ses principaux affluents;4630;-0.17;45.51;65;49;Atlantique;6;5
418;5740;Vallée de la Tude;1557;0.11;45.37;87.5;16;Atlantique;5;5
419;5741;Landes de Touverac - Saint-Vallier;2222;-0.23;45.41;114;15;Atlantique;5;5
420;5742;Ile de Ré : Fier d'Ars;3890;-1.46;46.22;0;5;Atlantique;0;4
421;5743;Ile de Ré : dunes et forêts littorales;534;-1.53;46.21;9;6;Atlantique;10;9
422;5744;Vallée de la Charente (basse vallée);10723;-0.98;45.92;9;23;Atlantique;7;9
423;5745;Marais de la Seudre;13983;-1.08;45.78;-5.5;18;Atlantique;20;18
424;5746;Dunes et forêts littorales de l'ile d'Oléron;2904;-1.24;45.84;17;5;Atlantique;10;9
425;5747;Chaumes de Sechebec;39.96;-0.74;45.89;22;2;Atlantique;5;5
426;5748;Landes de Montendre;3141;-0.35;45.19;72.5;39;Atlantique;5;6
427;5749;Vallée de l'Argenton;738;-0.42;46.99;95;1;Atlantique;5;3
428;5750;Bassin du Thouet amont;7079;-0.3;46.62;180;14;Atlantique;15;12
429;5751;Vallée de l Autize;226;-0.48;46.51;133;20;Atlantique;0;2
430;5753;Carrières de Loubeau;30.37;-0.14;46.21;109.5;1;Atlantique;8;6
431;5754;Massif forestier de Chizé-Aulnay;17357;-0.19;46.04;110;34;Atlantique;4;3
432;5755;Carrières des Pieds Grimaud;4.71;0.61;46.77;120;1;Atlantique;5;4
433;5756;Landes du Pinail;925;0.51;46.7;114;3;Atlantique;5;4
434;5757;Vallée de la Crochatière;19.39;0.66;46.27;121;3;Atlantique;3;5
435;5758;Etangs d'Asnières;73.47;0.81;46.14;185.5;1;Continentale;7;6
436;5759;Vallée de Salleron;150;1;46.43;138.5;7;Continentale;2;5
437;5760;Vallée de l'Anglin;568;0.88;46.69;91;3;Atlantique;10;10
438;5761;Basse vallée de la Gartempe;674;0.83;46.66;106;2;Atlantique;10;10
439;5762;Haute vallée de la Seugne en amont de pons et affluents;4342;-0.44;45.44;40;63;Atlantique;5;5
440;5763;Zones humides de l'arrière dune du littoral girondin;10856;-1.11;45.14;16.5;5;Atlantique;9;9
441;5765;Carrières de Cénac;22.63;-0.45;44.79;60;1;Atlantique;2;2
442;5767;Quérigut, Laurenti, Rabassolles, Balbonne, la Bruyante, haute vallée de l'Oriège;10255;2.03;42.67;1875;5;Alpine;20;18
443;5768;Queirs du Mas d'Azil et de Camarade, grottes du Mas d'Azil et de la carrière de Sabarat;1629;1.33;43.07;445;4;Méditerranéenne;6;4
444;5770;Buttes témoins des avant-causses;2325;3.11;44.18;710;6;Méditerranéenne;0;0
445;5771;Devèzes de Lapanouse et du Viala-du-Pas-de-Jaux;1585;3.06;43.97;690;3;Méditerranéenne;8;5
446;5774;Marais de la Fondial;25.5;1.67;45;124;2;Atlantique;4;2
447;5778;Gaves de Pau et de Cauterets (et gorge de Cauterets);482;-0.08;42.98;998;26;Alpine;9;8
448;5779;Lac Bleu Léviste;6942;0.03;42.92;1716;7;Alpine;9;4
449;5781;Cavités et coteaux associés en Quercy-Gascogne;1103;0.76;44.06;136;5;Atlantique;7;5
450;5791;Pelouses calcicoles et forêts du Causse corrézien;140;1.48;45.08;237;1;Atlantique;7;5
451;5792;Abîmes de la Fage;1;1.52;45.07;250;1;Atlantique;2;2
452;5793;Vallée du ruisseau du Moulin de Vignols;322;1.37;45.32;250;2;Continentale;9;5
453;5796;Bassin de Gouzon;740;2.31;46.17;385.5;1;Continentale;17;16
454;5817;Marais du Cassan et de Prentegarde;506;2.27;44.94;540;3;Continentale;16;14
455;5819;Site de Palmont;281;2.48;45.12;670;3;Continentale;7;5
456;5820;Site de Salins;262;2.38;45.19;630;3;Continentale;3;2
457;5823;Montagne de la Moure et Causse d'Aumelas;10694;3.64;43.57;224.5;11;Méditerranéenne;10;7
458;5825;Sites à chiroptères des Pyrénées orientales;2437;2.29;42.5;1290;12;Alpine;8;7
459;5844;Montagne de Lure;4941;5.81;44.11;1343;10;Méditerranéenne;5;4
460;5848;Adret de Pra Gaze;108;6.85;44.28;1798;1;Alpine;1;1
461;5859;La Sorgue et l'Auzon;2555;4.94;44.03;47;15;Méditerranéenne;32;29
462;5873;Montagne de Malay;1281;6.63;43.7;1250;3;Méditerranéenne;1;1
463;5875;Marais de Gavoty - lac de Bonne Cougne - lac Redon;83.33;6.23;43.34;267;3;Méditerranéenne;12;9
464;5883;Montagne de Seymuit - Crête de la Scie;1401;6.24;44.41;1135;1;Alpine;4;4
465;5891;Massif du Tenda et forêt de Stella;3056;9.25;42.53;934.5;8;Méditerranéenne;5;4
466;5893;Crêtes de Teghime-Poggio d'Oletta;258;9.38;42.61;553;1;Méditerranéenne;3;2
467;5895;Massif du Renoso;6107;9.14;42.03;1451;7;Méditerranéenne;8;6
